timestamp_utc	git_commit	git_dirty	model_path	model_sha256	input_matrix	input_matrix_sha256	matrix_provenance_class	matrix_sidecar_sha256	n_samples_scored	n_locked_CNS_scored	output_path	output_sha256	clipping_rule	opt_in_source	user	host
2026-09-18T20:05:08Z	6cbbdbba502d4975bdfbdda910fe8df2e4514ef9	TRUE	results/frozen_v3_2026-09-18/frozen_nonCNS.rds	df9f7e82b0b371b81ecca6a1d99a1a50128a95e78daa63307d5f3b0633a4aa72	data/processed/beta.tsv	e3642d3038b3298f302c59ce12801efa5ce8aead4fab470756eab7f46290062a	verified_research_matrix	db87b3d2ebf426e539d071dbe2d4f6b3fb50ceb746f01fabd75a9565548853ca	7707	642	results/cns_eval_2026-09-18/cns_predictions_v3.tsv	6539aef96d8427e44b316b757224a4c69e9323e3bf660554c9992d368ca45014	C2_ADOPTED:pmax(inverse_clip(raw),0)	cli:--locked-evaluation	esavage	noderome314
2026-09-18T20:06:47Z	6cbbdbba502d4975bdfbdda910fe8df2e4514ef9	TRUE	results/frozen_2026-09-18/frozen_nonCNS.rds	0e975cd6bc7caededffecf34332a3afd250e01bfea54fccab82266021f325763	data/processed/beta.tsv	e3642d3038b3298f302c59ce12801efa5ce8aead4fab470756eab7f46290062a	verified_research_matrix	db87b3d2ebf426e539d071dbe2d4f6b3fb50ceb746f01fabd75a9565548853ca	7707	642	results/cns_eval_2026-09-18/cns_predictions_A.tsv	fc5c739df1c26bd5f954f6b0d0a56f667e7d4244691fc4ba885a5ffa186b58cd	C2_ADOPTED:pmax(inverse_clip(raw),0)	cli:--locked-evaluation	esavage	noderome314
